PLAY "Jogar"
RENAME_MINION "Renomear lacaio"
RECEIVE "Você recebe {1}."
RECEIVES "{1} recebe {2}."
IS_KILLED "{1} está {2}."
MORE_ADJECTIVE "mais {1}"
NOT "não {1}"
PERMANENT_LASTING_DESCRIPTION "{1} O efeito é permanente"
PERMANENT_LASTING_NAME "{1} permanente"
ACTIVITY_ON_OFF_HINT_FOR_GROUP "Clique para desativar esta atividade para todos os {1}."
COUNT_ITEM_AVAILABLE "({1} itens disponíveis)"
DISABLE_FOR_ALL_GROUP "Desativar para todos os {1}."
DUNGEON_REQUIRED_MODS "Requer mods: {1}"
EXPERIENCE_TYPE "Tipo de experiência: {1}"
QUARTERS_LUXURY "Luxo total: {1}"
SETTING_WILL_APPLY_TO_ALL "A configuração será aplicada a todos os {1}."
SPELL_LEVEL "Nível {1}"
TRAINING_LIMIT_TOOLTIP "O limite da criatura para este tipo de treinamento é {1}."
TRAINING_TYPE_TOOLTIP "Treinamento de {1}."
UNLOCKS_ITEM_TYPE "Desbloqueia {1}:"
UPGRADABLE_WITH_UP_TO "Atualizável com até {1} {2}."
WORK_EFFICIENCY_MULTIPLIER_HINT "Multiplicador de eficiência de trabalho: {1}"
WORLD_MAP_OF "Mapa de {1}"
FALLS_ASLEEP "{1} adormece."
IS "{1} está {2}."
IS_NO_LONGER "{1} não está mais {2}."
ITEM_HITS "{2} acerta {1}."
ITEM_MISSES "{2} erra {1}."
ITEMS_CRASH "{2} colide com {1}."
ITEMS_HIT "{2} acertam {1}."
ITEMS_MISS "{2} erram {1}."
YOU_DIE "Você morre!"
YOU_DIE_OF "Você morre de."
REQUIRES_A "Requer um(a) {1}"
CANT_TRAVEL_WHILE "{1} não pode viajar enquanto estiver {2}."
OR "{1} ou {2}"
KILL_TITLE "Matador de {1}"
MINION_GROUP "{1}  {2}"
YOU_HAVE_CONQUERED_THIS_LAND "Você conquistou esta terra. Matou {1} inimigos e marcou {2} pontos. Obrigado por jogar KeeperRL!"
DEATHS "{1} mortes"
COLD_BLOODED_MURDERS "{1} assassinatos a sangue-frio"
CHOPPED_HEADS "{1} cabeças decepadas"
CHOPPED_LIMBS "{1} membros decepados"
SPELLS_CAST "{1} feitiços lançados"
SCROLLS_READ "{1} pergaminhos lidos"
WEAPONS_PRODUCED "{1} armas produzidas"
PIECES_OF_ARMOR_PRODUCED "{1} peças de armadura produzidas"
POTIONS_PRODUCED "{1} poções produzidas"
ACHIEVED_WORLD_DOMINATION "alcançou a dominação mundial"
YOU_HAVE_SURVIVED "Você sobreviveu nesta terra por {1} turnos. Matou {2} inimigos."
TURNS_DEFENDING_THE_BASE "{1} turnos defendendo a base."
TURNS_SPENT_ATTACKING "{1} turnos gastos em aventuras e ataques."
THANK_YOU_FOR_PLAYING "Obrigado por jogar KeeperRL!"
RETIRED_GAME_RESULT "aposentado"
YOU_KILLED_AND_SCORED "Você matou {1} inimigos e marcou {2} pontos."
OF "{1} de {2}"
ITEM_BURNS "{1} queima no(a) {2}."
ITEMS_BURN "{1} queimam no(a) {2}."
ITEM_SINKS "{1} afunda no(a) {2}."
ITEMS_SINK "{1} afundam no(a) {2}."
NO_LONGER_SUPER "não é mais super"
SUPER "super"
YOU_START_BLEEDING "Você começa a sangrar."
STARTS_BLEEDING "{1} começa a sangrar."
YOU_STOP_BLEEDING "Seu sangramento para."
STOPS_BLEEDING "{1} para de sangrar."
MORE_MASCULINE "mais másculo"
MORE_FEMININE "mais feminino"
MORE_NEUTER "mais neutro"
PRISONER_FROM_NAME "{1} (prisioneiro)"
DEFENSE_BONUS_AGAINST "Concede um bônus de defesa de +{1} contra {2}."
ALCHEMY_TECH_NAME "alquimia"
INCENDIARY_ALCHEMY_TECH_NAME "alquimia incendiária"
ADVANCED_ALCHEMY_TECH_NAME "alquimia avançada"
EMBALMING_TECH_NAME "embalsamamento"
ADVANCED_EMBALMING_TECH_NAME "embalsamamento avançado"
MASTER_EMBALMING_TECH_NAME "embalsamamento mestre"
NECROMANCY_TECH_NAME "necromancia"
ADVANCED_NECROMANCY_TECH_NAME "necromancia avançada"
MASTER_NECROMANCY_TECH_NAME "necromancia mestre"
ALCHEMICAL_CONVERSION_TECH_NAME "conversão alquímica"
HUMANOID_MUTATION_TECH_NAME "mutação humanoide"
BEAST_MUTATION_TECH_NAME "mutação bestial"
CHICKEN_BREEDING_TECH_NAME "criação de galinhas"
PIG_BREEDING_TECH_NAME "criação de porcos"
COW_BREEDING_TECH_NAME "criação de vacas"
IRON_WORKING_TECH_NAME "metalurgia"
JEWELLERY_TECH_NAME "joalheria"
DISTILLATION_TECH_NAME "destilação"
TWO_HANDED_WEAPONS_TECH_NAME "armas de duas mãos"
TRAPS_TECH_NAME "armadilhas"
ADVANCED_TRAPS_TECH_NAME "armadilhas avançadas"
ARCHERY_TECH_NAME "arco e flecha"
SORCERY_TECH_NAME "feitiçaria"
ADVANCED_SORCERY_TECH_NAME "feitiçaria avançada"
MAGICAL_WEAPONS_TECH_NAME "armas mágicas"
MASTER_SORCERY_TECH_NAME "feitiçaria mestre"
DEMONOLOGY_TECH_NAME "demonologia"
WORSHIP_TECH_NAME "adoração"
AUTOMATONS_TECH_NAME "autômatos"
AUTOMATED_CRAFTING_TECH_NAME "artesanato automatizado"
ADVANCED_AUTOMATONS_TECH_NAME "autômatos avançados"
AUTOMATON_BRAINS_TECH_NAME "cérebros de autômato"
AERODYNAMICS_TECH_NAME "aerodinâmica"
EXPLOSIVES_TECH_NAME "explosivos"
LUXURY_TECH_NAME "luxo"
SMALL_TEMPTATIONS_TECH_NAME "pequenas tentações"
BIG_TEMPTATIONS_TECH_NAME "grandes tentações"
SLAVERY_TECH_NAME "escravidão"
DARK_CRAFTS_TECH_NAME "artesanato sombrio"
ADVANCED_THEOLOGY_TECH_NAME "teologia avançada"
EXPERT_THEOLOGY_TECH_NAME "teologia especializada"
WORSHIP_OF_ADOXIE_TECH_NAME "adoração a Adoxie"
ACHIEVEMENTS_ASSASSIN_ID "Descobriu um esconderijo secreto de um assassino"
ACHIEVEMENTS_BLACK_MARKET_ID "Descobriu o Mercado Negro"
ACHIEVEMENTS_BLACK_MASS_ID1 "Você dedicou as almas suas e de seus lacaios ao Deus do Mal Adoxie"
ACHIEVEMENTS_BLACK_MASS_ID "Realizou uma Missa Negra"
ACHIEVEMENTS_BLACKSMITH_STASH_ID "Descobriu o esconderijo secreto de um artesão"
ACHIEVEMENTS_CAPTURED_PRISONER_ID1 "Você conseguiu escravizar um inimigo para usar em seus feitos malignos."
ACHIEVEMENTS_CAPTURED_PRISONER_ID "Capturou um prisioneiro"
ACHIEVEMENTS_CONVERTED_PRISONER_ID1 "Você conseguiu aumentar seu exército usando inimigos escravizados."
ACHIEVEMENTS_CONVERTED_PRISONER_ID "Converteu um prisioneiro"
ACHIEVEMENTS_GUARD_POST_STASH_ID "Descobriu o esconderijo secreto do culto de Adoxie"
ACHIEVEMENTS_KILLED_BALROG_ID1 "Você derrotou outro terrível inimigo das profundezas do mundo."
ACHIEVEMENTS_KILLED_BALROG_ID "Matou ou capturou um demônio do fogo"
ACHIEVEMENTS_KILLED_BLACK_DRAGON_COLORINFO "Matou ou capturou um dragão negro"
ACHIEVEMENTS_KILLED_BY_ADOXIE_ID "Morto pelo Deus do Mal Adoxie"
ACHIEVEMENTS_KILLED_BY_PIG_ID "Morto por um porco"
ACHIEVEMENTS_KILLED_KIRIN_ID "Matou ou capturou um ki-rin"
ACHIEVEMENTS_KILLED_KRAKEN_ID "Matou um kraken"
ACHIEVEMENTS_KILLED_MINOTAUR_ID "Matou ou capturou um minotauro"
ACHIEVEMENTS_LESSER_VILLAIN_ID1 "Você está no caminho certo para se tornar um Keeper respeitável."
ACHIEVEMENTS_LESSER_VILLAIN_ID "Conquistou um vilão menor"
ACHIEVEMENTS_MAIN_VILLAIN_ID1 "Seus inimigos têm todos os motivos para esperar o pior de você."
ACHIEVEMENTS_MAIN_VILLAIN_ID "Conquistou um vilão principal"
ACHIEVEMENTS_MINED_ADA_ID "Minerou minério de adamantium"
ACHIEVEMENTS_MINED_ADOXIUM_ID "Minerou minério de adoxium"
ACHIEVEMENTS_MINED_INFERNITE_ID "Minerou minério de infernita"
ACHIEVEMENTS_MINED_IRON_ID "Minerou minério de ferro"
ACHIEVEMENTS_MORTAL_SIN_ID1 "Você absolveu um lacaio de seu pecado mortal"
ACHIEVEMENTS_MORTAL_SIN_ID "Absolvido de um pecado mortal"
ACHIEVEMENTS_OUTBACK_ID "Chegou à terra lá embaixo"
ACHIEVEMENTS_POLYMORPHED_INTO_CHICKEN_ID "Polimorfado em uma galinha"
ACHIEVEMENTS_RETIRED_ID1 "Sua fortaleza foi imortalizada e aguarda aventureiros corajosos que queiram tentar conquistá-la."
ACHIEVEMENTS_RETIRED_ID "Aposentou uma masmorra"
ACHIEVEMENTS_RODE_DRAGON_ID "Montou um dragão"
ACHIEVEMENTS_SAVED_BY_PHYLACTERY_ID "Salvo por um filactério"
ACHIEVEMENTS_SOKOBAN_ID "Resolveu o quebra-cabeça sokoban"
ACHIEVEMENTS_SOLO_KEEPER_ID "Venceu o jogo como um Keeper solo"
ACHIEVEMENTS_SUCCUBUS_BREADING_ID "Iniciou com sucesso um programa de reprodução de súcubos"
ACHIEVEMENTS_TRICKED_DEATH_ID "Enganou a Morte"
ACHIEVEMENTS_TUTORIAL_DONE_ID1 "Você completou o tutorial e está pronto para ter seu traseiro entregue de verdade!"
ACHIEVEMENTS_TUTORIAL_DONE_ID "Completou o tutorial"
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID1 "Você alcançou a vitória por pouco, tendo menos de 5% de vida."
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID "Venceu o jogo com pouca vida"
ACHIEVEMENTS_WON_KEEPER_ID1 "Você conquistou a vitória suprema ao derrotar todos os rivais e afirmar seu domínio."
ACHIEVEMENTS_WON_KEEPER_ID "Venceu o jogo"
ATTR_INFO_ACID_DAMAGE_ADJECTIVE "ácido"
ATTR_INFO_ACID_DAMAGE_BODYPARTINJURY "é dissolvido"
ATTR_INFO_ACID_DAMAGE_HELP "Valor base de dano de ataques ácidos."
ATTR_INFO_ACID_DAMAGE_NAME "dano ácido"
ATTR_INFO_COLD_DAMAGE_ADJECTIVE "gelado"
ATTR_INFO_COLD_DAMAGE_BODYPARTINJURY "é congelado e se quebra"
ATTR_INFO_COLD_DAMAGE_HELP "Valor base de dano de ataques de frio."
ATTR_INFO_COLD_DAMAGE_NAME "dano por frio"
ATTR_INFO_DAMAGE_ADJECTIVE "perigoso"
ATTR_INFO_DAMAGE_HELP "Valor base de dano de ataques corpo a corpo."
ATTR_INFO_DAMAGE_NAME "dano"
ATTR_INFO_DEFENSE_ADJECTIVE "protegido"
ATTR_INFO_DEFENSE_HELP "Afeta se e quanto dano é recebido em combate."
ATTR_INFO_DEFENSE_NAME "defesa"
ATTR_INFO_DIGGING_ADJECTIVE "escavador"
ATTR_INFO_DIGGING_HELP "Permite cavar o solo."
ATTR_INFO_DIGGING_NAME "escavação"
ATTR_INFO_DIVINITY_ADJECTIVE "divino"
ATTR_INFO_DIVINITY_HELP "Limita as habilidades de oração da criatura."
ATTR_INFO_DIVINITY_NAME "divindade"
ATTR_INFO_FIRE_DAMAGE_ADJECTIVE "em chamas"
ATTR_INFO_FIRE_DAMAGE_BODYPARTINJURY "é incinerado"
ATTR_INFO_FIRE_DAMAGE_HELP "Valor base de dano de ataques de fogo."
ATTR_INFO_FIRE_DAMAGE_NAME "dano de fogo"
ATTR_INFO_FORGE_ADJECTIVE "metálico"
ATTR_INFO_FORGE_HELP "Define a habilidade da criatura em trabalhar na forja."
ATTR_INFO_FORGE_NAME "forja"
ATTR_INFO_FURNACE_ADJECTIVE "carbonizado"
ATTR_INFO_FURNACE_HELP "Define a habilidade da criatura em trabalhar na fornalha."
ATTR_INFO_FURNACE_NAME "fornalha"
ATTR_INFO_JEWELER_ADJECTIVE "dourado"
ATTR_INFO_JEWELER_HELP "Define a habilidade da criatura em trabalhar na joalheria."
ATTR_INFO_JEWELER_NAME "joalheria"
ATTR_INFO_LABORATORY_ADJECTIVE "quimicamente ativo"
ATTR_INFO_LABORATORY_HELP "Define a habilidade da criatura em trabalhar no laboratório."
ATTR_INFO_LABORATORY_NAME "laboratório"
ATTR_INFO_MORGUE_ADJECTIVE "podre"
ATTR_INFO_MORGUE_HELP "Define a habilidade da criatura em trabalhar na mesa do necrotério."
ATTR_INFO_MORGUE_NAME "necrotério"
ATTR_INFO_MULTI_WEAPON_ADJECTIVE "ambidestro"
ATTR_INFO_MULTI_WEAPON_HELP "Permite usar múltiplas armas em um único ataque. O valor do atributo define o multiplicador de dano para ataques subsequentes."
ATTR_INFO_MULTI_WEAPON_NAME "habilidade com múltiplas armas"
ATTR_INFO_PARRY_ADJECTIVE "evasivo"
ATTR_INFO_PARRY_HELP "Impede penalidade de defesa por estar cercado."
ATTR_INFO_PARRY_NAME "esquiva"
ATTR_INFO_RANGED_DAMAGE_ADJECTIVE "preciso"
ATTR_INFO_RANGED_DAMAGE_HELP "Valor base de dano de ataques à distância."
ATTR_INFO_RANGED_DAMAGE_NAME "dano à distância"
ATTR_INFO_SPELL_DAMAGE_ADJECTIVE "poderoso"
ATTR_INFO_SPELL_DAMAGE_HELP "Valor base de dano de ataques mágicos."
ATTR_INFO_SPELL_DAMAGE_NAME "dano de magia"
ATTR_INFO_SPELL_SPEED_ADJECTIVE "mão rápida"
ATTR_INFO_SPELL_SPEED_HELP "Afeta o tempo de recarga de feitiços."
ATTR_INFO_SPELL_SPEED_NAME "velocidade de magia"
ATTR_INFO_WORKSHOP_ADJECTIVE "inventivo"
ATTR_INFO_WORKSHOP_HELP "Define a habilidade da criatura em trabalhar na oficina."
ATTR_INFO_WORKSHOP_NAME "oficina"
BODY_MATERIALS_DESTROYED_DEATHDESCRIPTION "destruído"
BODY_MATERIALS_ADA_NAME "adamântio"
BODY_MATERIALS_ADOXIUM_NAME "adoxium"
BODY_MATERIALS_BONE_NAME "osso"
BODY_MATERIALS_CLAY_NAME "argila"
BODY_MATERIALS_FIRE_NAME "fogo"
BODY_MATERIALS_KILLED_DEATHDESCRIPTION "morto"
BODY_MATERIALS_FLESH_NAME "carne"
BODY_MATERIALS_GOLD_NAME "ouro"
BODY_MATERIALS_ICE_NAME "gelo"
BODY_MATERIALS_INFERNITE_NAME "infernita"
BODY_MATERIALS_IRON_NAME "ferro"
BODY_MATERIALS_LAVA_NAME "lava"
BODY_MATERIALS_ROCK_NAME "rocha"
BODY_MATERIALS_SPIRIT_NAME "ectoplasma"
BODY_MATERIALS_UNDEAD_FLESH_NAME "carne podre"
BODY_MATERIALS_WATER_NAME "água"
BODY_MATERIALS_WOOD_NAME "madeira"
BUFFS_BLEEDING_ADJECTIVE "sangrando"
BUFFS_BLEEDING_DESCRIPTION "Causa perda de pontos de vida ao longo do tempo."
BUFFS_BLEEDING_NAME "sangrando"
BUFFS_BLEEDING_SECONDPERSON "Você está sangrando"
BUFFS_BLEEDING_THIRDPERSON "{1} está sangrando"
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE1 "{1} causa dano de fogo."
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE "Você causa dano de fogo."
BUFFS_FIRE_DAMAGE_ADJECTIVE "causa dano de fogo"
BUFFS_FIRE_DAMAGE_DESCRIPTION "Todo dano corpo a corpo causado é transformado em dano de fogo."
BUFFS_FIRE_DAMAGE_NAME "dano de fogo"
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE1 "{1} não causa mais dano de fogo."
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE "Você não causa mais dano de fogo."
BUFFS_HIGH_MORALE_ADDEDMESSAGE "Seus espíritos se elevam."
BUFFS_HIGH_MORALE_ADDEDMESSAGE2 "Os espíritos de {1} se elevam."
BUFFS_HIGH_MORALE_ADJECTIVE "feliz"
BUFFS_HIGH_MORALE_DESCRIPTION "Torna as criaturas mais eficientes em treinamento e trabalho"
BUFFS_HIGH_MORALE_NAME "alta moral"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE "Seu humor volta ao normal"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE2 "O humor de {1} volta ao normal"
BUFFS_INFERNITE_EFFECT_ADJECTIVE "sendo queimado por infernita"
BUFFS_INFERNITE_EFFECT_DESCRIPTION "A criatura está sendo queimada por carregar um item de infernita."
BUFFS_INFERNITE_EFFECT_NAME "queimando infernita"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE1 "{1} não está mais sendo queimado pela infernita."
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE "Você não está mais sendo queimado pela infernita."
BUFFS_INFERNITE_EFFECT_SECONDPERSON "Você está sendo queimado por infernita."
BUFFS_INFERNITE_EFFECT_THIRDPERSON "{1} está sendo queimado por infernita."
BUFFS_INVULNERABLE_ADDEDMESSAGE "invulnerável"
BUFFS_INVULNERABLE_ADJECTIVE "invulnerável"
BUFFS_INVULNERABLE_DESCRIPTION "A criatura é imune a todos os tipos de dano."
BUFFS_INVULNERABLE_NAME "invulnerabilidade"
BUFFS_INVULNERABLE_REMOVEDMESSAGE "não é mais invulnerável"
BUFFS_KINGS_CHARGE_ADDEDMESSAGE1 "{1} parece pronto para morrer por seu rei."
BUFFS_KINGS_CHARGE_ADDEDMESSAGE "Você se sente pronto para morrer por seu rei."
BUFFS_KINGS_CHARGE_ADJECTIVE "investida real"
BUFFS_KINGS_CHARGE_DESCRIPTION "Concede um bônus de +15 de dano"
BUFFS_KINGS_CHARGE_NAME "investida real"
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE1 "{1} não parece mais pronto para morrer pelo seu rei."
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE "Você não se sente mais pronto para morrer pelo seu rei."
BUFFS_LEADERSHIP_ADDEDMESSAGE1 "{1} sente que está no comando da equipe."
BUFFS_LEADERSHIP_ADDEDMESSAGE "Você sente que está no comando da sua equipe."
BUFFS_LEADERSHIP_ADJECTIVE "líder"
BUFFS_LEADERSHIP_DESCRIPTION "A experiência de combate da criatura será concedida a toda a equipe."
BUFFS_LEADERSHIP_NAME "liderança"
BUFFS_LEADERSHIP_REMOVEDMESSAGE1 "{1} sente que não está mais no comando."
BUFFS_LEADERSHIP_REMOVEDMESSAGE "Você sente que não está mais no comando."
BUFFS_MORTAL_SINNED_ADJECTIVE "pecador mortal"
BUFFS_MORTAL_SINNED_DESCRIPTION "A criatura cometeu um pecado mortal e está buscando perdão."
BUFFS_MORTAL_SINNED_NAME "pecado mortal"
BUFFS_PREACHING_ADJECTIVE "realizando Missa"
BUFFS_PREACHING_NAME "Realizar Missa"
BUFFS_REGENERATION_ADDEDMESSAGE "Você está se regenerando."
BUFFS_REGENERATION_ADDEDMESSAGE2 "{1} está se regenerando."
BUFFS_REGENERATION_ADJECTIVE "regenerando"
BUFFS_REGENERATION_DESCRIPTION "Recupera um pouco de vida a cada turno."
BUFFS_REGENERATION_NAME "regeneração"
BUFFS_REGENERATION_REMOVEDMESSAGE "Você não está mais se regenerando."
BUFFS_REGENERATION_REMOVEDMESSAGE2 "{1} não está mais se regenerando."
BUFFS_SINNED_ADJECTIVE "pecador venial"
BUFFS_SINNED_DESCRIPTION "A criatura pecou e está buscando perdão."
BUFFS_SINNED_NAME "pecado venial"
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE1 "{1} causa dano mágico."
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE "Você causa dano mágico."
BUFFS_SPELL_DAMAGE_ADJECTIVE "causa dano mágico"
BUFFS_SPELL_DAMAGE_DESCRIPTION "Todo dano corpo a corpo causado é transformado em dano mágico."
BUFFS_SPELL_DAMAGE_NAME "dano de feitiço"
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE1 "{1} não causa mais dano mágico."
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE "Você não causa mais dano mágico."
BUFFS_SUPER_BONUS_ADJECTIVE "incrível"
BUFFS_SUPER_BONUS_DESCRIPTION "Super"
BUFFS_SUPER_BONUS_NAME "super bônus"
BUFFS_WELL_FED_ADJECTIVE "bem alimentado"
BUFFS_WELL_FED_DESCRIPTION "A criatura está bem alimentada e recebe +1 de dano de feitiço e bônus de defesa."
BUFFS_WELL_FED_NAME "alimentação"
BUFFS_WILL_BANISH_ADJECTIVE "ajuda armada"
BUFFS_WILL_BANISH_DESCRIPTION "A criatura foi enviada por tempo limitado como resposta às preces."
BUFFS_WILL_BANISH_NAME "invocar"
BUILD_MENU_GROUPNAME10 "Mecanismos de Autômato"
BUILD_MENU_GROUPNAME11 "Prisão"
BUILD_MENU_GROUPNAME12 "Ordens"
BUILD_MENU_GROUPNAME13 "Instalações"
BUILD_MENU_GROUPNAME14 "Armadilhas"
BUILD_MENU_GROUPNAME1 "Portas"
BUILD_MENU_GROUPNAME2 "Pisos"
BUILD_MENU_GROUPNAME3 "Armazém"
BUILD_MENU_GROUPNAME4 "Zonas"
BUILD_MENU_GROUPNAME5 "Missa"
BUILD_MENU_GROUPNAME6 "Vivos"
BUILD_MENU_GROUPNAME7 "Fazenda"
BUILD_MENU_GROUPNAME8 "Sala de Treinamento"
BUILD_MENU_GROUPNAME9 "Artesanato"
BUILD_MENU_GROUPNAME "Estrutura"
BUILD_MENU_HELP10 "Todo o seu ouro é armazenado aqui."
BUILD_MENU_HELP11 "Todas as suas armaduras podem ser armazenadas aqui."
BUILD_MENU_HELP12 "Todas as suas armas podem ser armazenadas aqui."
BUILD_MENU_HELP13 "Todas as suas armas de longo alcance podem ser armazenadas aqui."
BUILD_MENU_HELP14 "Todos os seus pergaminhos podem ser armazenados aqui."
BUILD_MENU_HELP15 "Todas as suas poções podem ser armazenadas aqui."
BUILD_MENU_HELP16 "Todas as suas joias podem ser armazenadas aqui."
BUILD_MENU_HELP17 "Todos os seus livros podem ser armazenados aqui."
BUILD_MENU_HELP18 "Todos os cadáveres são armazenados aqui."
BUILD_MENU_HELP19 "Todas as suas peças de autômato podem ser armazenadas aqui."
BUILD_MENU_HELP1 "Construção externa. Os tiles cobertos pelo telhado são considerados território e podem ser construídos."
BUILD_MENU_HELP20 "Designe aposentos separados para lacaios escolhidos."
BUILD_MENU_HELP21 "Designe uma zona de lazer onde os lacaios ficarão quando não tiverem nada para fazer."
BUILD_MENU_HELP22 "Designe uma área que os lacaios guardarão ativamente."
BUILD_MENU_HELP23 "Um púlpito básico para realizar Missa."
BUILD_MENU_HELP24 "Um púlpito aprimorado para realizar Missa. Os efeitos da Intenção serão um pouco amplificados."
BUILD_MENU_HELP25 "Um púlpito luxuoso para realizar Missa. Os efeitos da Intenção serão grandemente amplificados."
BUILD_MENU_HELP26 "Usado por participantes da Missa para se sentarem."
BUILD_MENU_HELP27 "Um banco melhorado para participantes da Missa. Efeitos de intenção serão um pouco amplificados."
BUILD_MENU_HELP28 "Um banco luxuoso para participantes da Missa. Efeitos de intenção serão grandemente amplificados."
BUILD_MENU_HELP29 "Usado por sacerdotes ao rezar."
BUILD_MENU_HELP2 "Atua como suporte de teto, mas não bloqueia movimento."
BUILD_MENU_HELP30 "Aumenta a experiência do lacaio em até +5 ao confessar pecados veniais."
BUILD_MENU_HELP31 "Aumenta a experiência do lacaio em 3 até +20 ao confessar um pecado mortal."
BUILD_MENU_HELP32 "Lacaios humanoides dormem aqui."
BUILD_MENU_HELP33 "Um local para humanoides se alimentarem"
BUILD_MENU_HELP34 "Um local para não humanoides se alimentarem"
BUILD_MENU_HELP35 "Uma área para manter cavalos e outras montarias"
BUILD_MENU_HELP36 "Criaturas mortas-vivas dormem aqui."
BUILD_MENU_HELP37 "Necessário para manter animais de fazenda de fugirem."
BUILD_MENU_HELP38 "Treine as habilidades de combate corpo a corpo dos seus lacaios aqui."
BUILD_MENU_HELP39 "Treine as habilidades de arco e flecha dos seus lacaios aqui."
BUILD_MENU_HELP3 "Construa para passar sobre a água. Queimará em lava."
BUILD_MENU_HELP40 "Produz equipamentos de couro e madeira."
BUILD_MENU_HELP41 "Produz equipamentos de couro e madeira melhorados. Deve ser colocado perto de uma piscina encantada."
BUILD_MENU_HELP42 "Aumenta a velocidade de criação de oficinas em 20% em tiles adjacentes."
BUILD_MENU_HELP43 "Produz armas e armaduras feitas de ferro e outros metais."
BUILD_MENU_HELP44 "Produz armas e armaduras melhoradas. Deve ser colocado ao lado de lava."
BUILD_MENU_HELP45 "Aumenta a velocidade de criação de forjas em 20% em tiles adjacentes."
BUILD_MENU_HELP46 "Produz poções mágicas."
BUILD_MENU_HELP47 "Produz poções mágicas usadas para mutar seus lacaios. Deve ser colocado perto de uma piscina encantada."
BUILD_MENU_HELP48 "Aumenta a velocidade de criação de laboratórios em 20% em tiles adjacentes."
BUILD_MENU_HELP49 "Produz bálsamos corporais mágicos."
BUILD_MENU_HELP4 "Construir para atravessar água ou lava."
BUILD_MENU_HELP50 "Produz anéis e amuletos mágicos."
BUILD_MENU_HELP51 "Aumenta a velocidade de criação de joias em 20% nos tiles adjacentes."
BUILD_MENU_HELP52 "Produz glifos usados para aprimorar armas e armaduras. Deve ser colocado ao lado de lava."
BUILD_MENU_HELP53 "Permite escrever poemas."
BUILD_MENU_HELP54 "Permite escrever livros litúrgicos para uso durante a Missa."
BUILD_MENU_HELP55 "Aumenta a velocidade de criação no scriptorium em 20% nos tiles adjacentes."
BUILD_MENU_HELP56 "Permite fabricar aguardente."
BUILD_MENU_HELP57 "Produz corpos animados."
BUILD_MENU_HELP58 "Aumenta a velocidade de criação na morgue em 20% nos tiles adjacentes."
BUILD_MENU_HELP59 "Derrete e recicla itens desnecessários."
BUILD_MENU_HELP5 "Paredes reforçadas são melhores para impedir inimigos de cavar em sua masmorra."
BUILD_MENU_HELP60 "Necessário para capturar inimigos."
BUILD_MENU_HELP61 "Usado para proteger a prisão."
BUILD_MENU_HELP62 "Pode ser usado para torturar prisioneiros. É necessário um slot de população livre para torturar."
BUILD_MENU_HELP63 "Para enforcar prisioneiros."
BUILD_MENU_HELP64 "Bestas dormem aqui."
BUILD_MENU_HELP65 "Reivindicar um tile da masmorra como seu. Construir qualquer coisa nele tem o mesmo efeito."
BUILD_MENU_HELP66 "Descartar um tile em sua masmorra, bem como qualquer construção que ele contenha."
